Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem8,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem8,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem8,restart,ID,NONE,I think we should start this one over.
Problem8,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem8,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem8,check_hint,NONE,NONE,What do you think it should be?
Problem8,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem8,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem8,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem8,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem8,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem8,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem8,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem8,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem8,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem8,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem8,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem8,fraction,NONE,NONE,How do we get rid of that fraction?
Problem8,one_step,NONE,NONE,Try doing one step at a time.
Problem8,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem8,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem8,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem8,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem8,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem8,check_left_side,NONE,NONE,What's on the left side?
Problem8,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem8,check_left_side,PR,NONE,What's on the left side? You got this!
Problem8,check_right_side,NONE,NONE,What's on the right side?
Problem8,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem8,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem8,elicit_step1,NONE,NONE,So how would you start this one?
Problem8,elicit_step1,SD,NONE,So how would you start this one? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem8,elicit_step1,ID,NONE,So how do you think you would start this one?
Problem8,elicit_step1,PR,NONE,So how would you start this one? You look like you know what you're doing.
Problem8,elicit_step1,RSE,NONE,So how would you start this one? This is pretty similar to something we've done before.
Problem8,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem8,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem8,elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem8,elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem8,elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem8,elicit_step3,NONE,NONE,So what do you think you should do next?
Problem8,elicit_step3,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step3,VSN,NONE,So... are you going to keep going any time soon?
Problem8,elicit_step3,ID,NONE,I guess you should try telling me what you think you should do next.
Problem8,elicit_step3,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem8,elicit_step3,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem8,positive_feedback,NONE,NONE,Yep that's right.
Problem8,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem8,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem8,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem8,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem8,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem8,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem8,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem8,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem8,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem8,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem8,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem8,ask_for_detail,NONE,NONE,What do you mean?
Problem8,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem8,ask_for_detail,VSN,NONE,"Uh, what?"
Problem8,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem8,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem8,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem8,problem8_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem8,problem8_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem8,problem8_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem8,problem8_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem8,problem8_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem8,problem8_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem8,problem8_step1_hint,RSE,NONE,Try subtracting something. Remember that from last time?
Problem8,problem8_step2_hint,NONE,NONE,Try subtracting something else from both sides.
Problem8,problem8_step2_hint,SD,NONE,I usually subtract something else from both sides on these kind of problems.
Problem8,problem8_step2_hint,VSN,NONE,"Oh you need a hint, huh? subtract something else from both sides."
Problem8,problem8_step2_hint,QE,NONE,Try subtracting something else here. Do you know what it is?
Problem8,problem8_step2_hint,ID,NONE,"I'm not really sure, but I think you should subtract something else from both sides?"
Problem8,problem8_step2_hint,PR,NONE,Try subtracting something else. You'll figure it out!
Problem8,problem8_step2_hint,RSE,NONE,Try subtracting something else. Remember that from last time?
Problem8,problem8_step3_hint,NONE,NONE,Try dividing both sides by something.
Problem8,problem8_step3_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem8,problem8_step3_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem8,problem8_step3_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem8,problem8_step3_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem8,problem8_step3_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem8,problem8_step3_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem8,check_for_understanding,NONE,NONE,Does that make sense?
Problem8,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem8,check_for_understanding,VSN,NONE,You got that?
Problem8,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem8,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem8,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem8,problem8_step1_provide_step,NONE,NONE,Subtract twelve from both sides.
Problem8,problem8_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract twelve from both sides."
Problem8,problem8_step1_provide_step,VSN,NONE,"Uh, obviously you subtract twelve from both sides."
Problem8,problem8_step1_provide_step,QE,NONE,Subtract twelve from both sides. Did that help?
Problem8,problem8_step1_provide_step,ID,NONE,What if you just subtract twelve from both sides?
Problem8,problem8_step1_provide_step,PR,NONE,Subtract twelve from both sides. You're doing great so far!
Problem8,problem8_step1_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem8,problem8_step1_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem8,problem8_step1_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem8,problem8_step1_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem8,problem8_step1_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem8,problem8_step1_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem8,problem8_step2_provide_step,NONE,NONE,Subtract x from both sides.
Problem8,problem8_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract x from both sides."
Problem8,problem8_step2_provide_step,VSN,NONE,"Uh, obviously you subtract x from both sides."
Problem8,problem8_step2_provide_step,QE,NONE,Subtract x from both sides. Did that help?
Problem8,problem8_step2_provide_step,ID,NONE,What if you just subtract x from both sides?
Problem8,problem8_step2_provide_step,PR,NONE,Subtract x from both sides. You're doing great so far!
Problem8,problem8_step2_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem8,problem8_step2_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem8,problem8_step2_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem8,problem8_step2_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem8,problem8_step2_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem8,problem8_step2_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem8,problem8_step3_provide_step,NONE,NONE,Divide both sides by two.
Problem8,problem8_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by two."
Problem8,problem8_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by two."
Problem8,problem8_step3_provide_step,QE,NONE,Divide both sides by two. Did that help?
Problem8,problem8_step3_provide_step,ID,NONE,What if you just divide both sides by two?
Problem8,problem8_step3_provide_step,PR,NONE,Divide both sides by two. You're doing great so far!
Problem8,problem8_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem8,problem8_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
